titles,box_office,total
The Heat,159.58158700000,159581587
Finding Forrester,51.76862300000,51768623
28 Days,37.03551500000,37035515
Danny the Dog,24.53762100000,24537621
The Sweetest Thing,24.43027200000,24430272
The Mechanic,29.12149800000,29121498
The Firm,158.34089200000,158340892
21 Jump Street,138.44766700000,138447667
Notting Hill,116.08967800000,116089678
Chicken Run,106.79391500000,106793915
Along Came Polly,88.07350700000,88073507
Boomerang,70.05244400000,70052444
Brüno,60.05453000000,60054530
Cleopatra,57.00000000000,57000000
Here Comes the Boom,45.29031800000,45290318
High Crimes,41.54320700000,41543207
The Mirror Has Two Faces,41.26746900000,41267469
Red Riding Hood,37.66216200000,37662162
The Mothman Prophecies,35.22869600000,35228696
Licence to Kill,34.66701500000,34667015
One for the Money,26.41452700000,26414527
15 Minutes,24.37543600000,24375436
Lord of War,24.14963200000,24149632
Super Mario Bros.,20.84490700000,20844907
Hero,19.48717300000,19487173
Man on a Ledge,18.62000000000,18620000
The Warrior's Way,5.66634000000,5666340
McHale's Navy,4.40842000000,4408420
Micmacs,1.25969300000,1259693
Les Bronzés 3: amis pour la vie,0.00000000000,0
Pourquoi j'ai pas mangé mon père,0.00000000000,0
8 Mile,116.72407500000,116724075
A Knight’s Tale,56.08396600000,56083966
The Medallion,22.10897700000,22108977
The Big Year,7.20413800000,7204138
The Sixth Sense,293.50629200000,293506292
The Wedding Crashers,209.21836800000,209218368
The Karate Kid,176.59161800000,176591618
Fifty Shades of Grey,166.16723000000,166167230
The Proposal,163.95803100000,163958031
American Hustle,150.11780700000,150117807
Cheaper by the Dozen,138.61454400000,138614544
Lucy,126.57396000000,126573960
Lone Survivor,125.09560100000,125095601
Back to the Future Part II,118.45000200000,118450002
Double Jeopardy,116.73523100000,116735231
Spy Kids 3-D: Game Over,111.76063100000,111760631
A Time to Kill,108.76600700000,108766007
A League of Their Own,107.53392500000,107533925
The Conjuring 2: The Enfield Poltergeist,102.47000800000,102470008
The Social Network,96.96269400000,96962694
42,95.02021300000,95020213
Julie & Julia,94.12542600000,94125426
He's Just Not That Into You,93.95365300000,93953653
Ride Along 2,90.86268500000,90862685
Scary Movie 4,90.71062000000,90710620
Get Hard,90.41145300000,90411453
Scream 3,89.13807600000,89138076
Back to the Future Part III,88.05528300000,88055283
Dumb and Dumber To,86.20801000000,86208010
The Other Woman,83.91119300000,83911193
Bram Stoker's Dracula,82.52279000000,82522790
Eight Below,81.61256500000,81612565
The Talented Mr. Ripley,81.29213500000,81292135
The Intern,75.76467200000,75764672
The Last of the Mohicans,75.50585600000,75505856
Ray,75.30599500000,75305995
Sin City,74.10382000000,74103820
Bridge of Spies,72.31375400000,72313754
Vantage Point,72.26630600000,72266306
"I Love You, Man",71.44001100000,71440011
Shallow Hal,70.83629600000,70836296
JFK,70.40549800000,70405498
Big Momma's House 2,70.16597200000,70165972
The Mexican,66.80861500000,66808615
The Final Destination,66.47770000000,66477700
17 Again,64.16706900000,64167069
Unknown,63.68639700000,63686397
Get Him to the Greek,61.15352600000,61153526
Gothika,59.58806800000,59588068
Behind Enemy Lines,58.85573200000,58855732
The Lincoln Lawyer,58.00920000000,58009200
Shall We Dance?,57.88788200000,57887882
Invincible,57.80695200000,57806952
Escape From Planet Earth,57.01297700000,57012977
Small Soldiers,55.14382300000,55143823
Spawn,54.97999200000,54979992
Horrible Bosses 2,54.44535700000,54445357
The Count of Monte Cristo,54.22810400000,54228104
The Prestige,53.08989100000,53089891
The Lake House,52.33011100000,52330111
Predators,52.00068800000,52000688
The Odd Life of Timothy Green,51.85345000000,51853450
The Living Daylights,51.18500000000,51185000
Apocalypto,50.86663500000,50866635
Music and Lyrics,50.57258900000,50572589
Legal Eagles,49.85159100000,49851591
Secret Window,47.95803100000,47958031
The Skeleton Key,47.90771500000,47907715
Jersey Boys,47.04701300000,47047013
Made of Honor,46.01273400000,46012734
The Rainmaker,45.91676900000,45916769
Medicine Man,44.94824000000,44948240
Amistad,44.21259200000,44212592
A Million Ways to Die in The West,42.72096500000,42720965
Final Destination 5,42.58764300000,42587643
Fever Pitch,42.07106900000,42071069
Aliens vs. Predator - Requiem,41.79706600000,41797066
Sex Tape,38.54347300000,38543473
Scream 4,38.18092800000,38180928
Ri¢hie Ri¢h,38.08775600000,38087756
Autumn in New York,37.75293100000,37752931
Paul,37.41294500000,37412945
The Guilt Trip,37.13421500000,37134215
Colombiana,36.66585400000,36665854
8MM,36.44344200000,36443442
Hanging Up,36.03790900000,36037909
The Doors,34.41689300000,34416893
Mickey Blue Eyes,33.86434200000,33864342
Pay it Forward,33.50892200000,33508922
Arthur,33.03539700000,33035397
Drillbit Taylor,32.86210400000,32862104
Extremely Loud and Incredibly Close,31.84788100000,31847881
The Shadow,31.83560000000,31835600
Morning Glory,31.01173200000,31011732
Get Rich or Die Tryin',30.98185000000,30981850
The Art of War,30.19910500000,30199105
Grudge Match,29.80726000000,29807260
Bless the Child,29.37417800000,29374178
Rent,29.07754700000,29077547
The Out-of-Towners,28.54412000000,28544120
The Island of Dr. Moreau,27.68271200000,27682712
The Musketeer,27.05381500000,27053815
The Other Boleyn Girl,26.81495700000,26814957
Sweet November,25.28810300000,25288103
The Reaping,25.12621400000,25126214
Season of the Witch,24.82722800000,24827228
Renaissance Man,24.17289900000,24172899
Quest for Camelot,22.77250000000,22772500
City by the Sea,22.43391500000,22433915
At First Sight,22.36513300000,22365133
Torque,21.17632200000,21176322
The Fantastic Mr. Fox,21.00291900000,21002919
Showgirls,20.35075400000,20350754
City Hall,20.27805500000,20278055
Big Miracle,20.15730000000,20157300
The Impossible,19.01988200000,19019882
A Thousand Words,18.45012700000,18450127
Marie Antoinette,15.96247100000,15962471
Get Carter,14.96718200000,14967182
Kiss of Death,14.94242200000,14942422
"Life, or Something Like It",14.44858900000,14448589
Ishtar,14.37518100000,14375181
Memoirs of an Invisible Man,14.35803300000,14358033
Amelia,14.27957500000,14279575
Cirque du Freak: The Vampire's Assistant,14.04659500000,14046595
New York Minute,14.01836400000,14018364
The Deep End of the Ocean,13.50863500000,13508635
Alfie,13.39593900000,13395939
FearDotCom,13.20802300000,13208023
Soul Men,12.08239100000,12082391
The Gunman,10.66474900000,10664749
Universal Soldier II: The Return,10.44742100000,10447421
Pandorum,10.33085300000,10330853
Duplex,9.65200000000,9652000
Paranoia,7.38865400000,7388654
Raise the Titanic,7.00000000000,7000000
Baahubali: The Beginning,6.73800000000,6738000
Impostor,6.11423700000,6114237
Victor Frankenstein,5.77507600000,5775076
Extreme Ops,4.83596800000,4835968
Just Visiting,4.77700700000,4777007
Snowpiercer,4.56302900000,4563029
Sunshine,3.68856000000,3688560
The Hudsucker Proxy,2.81651800000,2816518
Pirates,1.64182500000,1641825
Delgo,0.91584000000,915840
The Hunting Party,0.87667100000,876671
Alex Rider: Operation Stormbreaker,0.65921000000,659210
Red Cliff,0.62704700000,627047
The Last Shot,0.46373000000,463730
The Warlords,0.12907800000,129078
Nomad,0.07912300000,79123
Un monstre à Paris,0.00000000000,0
USS Indianapolis: Men of Courage,0.00000000000,0
Dragon Nest Warriors' Dawn,0.00000000000,0
The Crow,0.00000000000,0
The Time Traveler's Wife,63.41484600000,63414846
Superman III,59.95062300000,59950623
Because I Said So,42.67404000000,42674040
Frankenweenie,35.28778800000,35287788
Sgt. Bilko,30.35658900000,30356589
Serenity,25.51451700000,25514517
Against the Ropes,5.88150400000,5881504
Yi dai zong shi,6.59495900000,6594959
The Fast and the Furious,144.51231000000,144512310
Sweet Home Alabama,127.21407200000,127214072
The Ugly Truth,88.91521400000,88915214
Spy Kids 2: The Island of Lost Dreams,85.84629600000,85846296
Star Trek: Generations,75.67126200000,75671262
Paul Blart: Mall Cop 2,71.03819000000,71038190
Mouse Hunt,61.89459100000,61894591
Water for Elephants,58.70971700000,58709717
Life as We Know It,53.37468100000,53374681
The Hurricane,50.69924100000,50699241
Riddick,42.02513500000,42025135
Heartbreakers,40.33402400000,40334024
Enough,39.17721500000,39177215
The 5th Wave,34.91298200000,34912982
Push,31.81152700000,31811527
Rush,26.94762400000,26947624
Angel Eyes,24.04453200000,24044532
Joe Somebody,22.77086400000,22770864
The Ninth Gate,18.65374600000,18653746
Extreme Measures,17.37819300000,17378193
Rock Star,16.99190200000,16991902
The Thing,16.92867000000,16928670
White Squall,10.22930000000,10229300
City of Ember,7.87169300000,7871693
Switchback,6.50444200000,6504442
Texas Rangers,0.62337400000,623374
Virgin Territory,0.00000000000,0
What to Expect When You're Expecting,41.15220300000,41152203
The Master,16.24715900000,16247159
The Express,9.79340600000,9793406
Twilight,192.76985400000,192769854
We're the Millers,150.39411900000,150394119
Creed,109.76758100000,109767581
The Town,92.18626200000,92186262
Dolphin Tale,72.28677900000,72286779
Burn After Reading,60.35534700000,60355347
Nim's Island,48.00676200000,48006762
How to be Single,46.84351300000,46843513
Cop Out,44.87548100000,44875481
The Rite,33.04763300000,33047633
Space Chimps,30.10596800000,30105968
Magnolia,22.45097500000,22450975
Aloha,21.05203000000,21052030
Obitaemyy ostrov,0.00000000000,0
Gnomeo and Juliet,99.96767000000,99967670
John Q,71.02663100000,71026631
Blue Streak,68.20819000000,68208190
Never Say Never Again,55.50000000000,55500000
Hot Tub Time Machine,50.26985900000,50269859
Breakdown,50.15914400000,50159144
Dolphin Tale 2,42.02453300000,42024533
A Man Apart,26.50000000000,26500000
Reindeer Games,23.36077900000,23360779
Snow Falling on Cedars,14.37835300000,14378353
Ghosts of Mississippi,13.05274100000,13052741
Gattaca,12.53277700000,12532777
Isn't She Great,2.95440500000,2954405
Yip Man 3,2.67943700000,2679437
There Be Dragons,1.06933400000,1069334
Head of State,37.78822800000,37788228
The Hangover,277.32250300000,277322503
The Blind Side,255.95947500000,255959475
Batman,251.18892400000,251188924
Austin Powers: The Spy Who Shagged Me,206.04008500000,206040085
True Grit,171.24300500000,171243005
Lethal Weapon 3,144.73152700000,144731527
Rush Hour,141.18686400000,141186864
Identity Thief,134.50692000000,134506920
The Devil Wears Prada,124.74046000000,124740460
Horrible Bosses,117.53855900000,117538559
Spy Kids,112.69206200000,112692062
Trainwreck,110.03813000000,110038130
Saving Mr. Banks,83.29976100000,83299761
Star Trek: The Motion Picture,82.25845600000,82258456
21,81.15936500000,81159365
What Happens in Vegas...,80.27764600000,80277646
Cape Fear,79.09196900000,79091969
The English Patient,78.71637400000,78716374
Guess Who,68.91588800000,68915888
This is 40,67.54450500000,67544505
L.A. Confidential,64.60497700000,64604977
Sky High,63.93945400000,63939454
In & Out,63.82656900000,63826569
A Nightmare on Elm Street,63.07501100000,63075011
The Cell,61.28096300000,61280963
Species,60.05444900000,60054449
The Benchwarmers,59.84375400000,59843754
Secretariat,59.69951300000,59699513
The Man in the Iron Mask,56.96816900000,56968169
Friends with Benefits,55.80275400000,55802754
Neighbors 2: Sorority Rising,55.34073000000,55340730
TMNT,54.14909800000,54149098
Radio,52.33373800000,52333738
Old Dogs,49.49206000000,49492060
Malcolm X,48.16991000000,48169910
Poltergeist,47.42512500000,47425125
Underworld 3: Rise of the Lycans,45.80231500000,45802315
Must Love Dogs,43.89486300000,43894863
License to Wed,43.79981800000,43799818
Donnie Brasco,41.95499700000,41954997
Max Payne,40.68729400000,40687294
Resident Evil,40.11970900000,40119709
The Ladykillers,39.69213900000,39692139
Something Borrowed,39.04648900000,39046489
The Nativity Story,37.62983100000,37629831
In Time,37.55393200000,37553932
The Back-up Plan,37.49000700000,37490007
J. Edgar,37.30603000000,37306030
Bounce,36.80528800000,36805288
Hot Pursuit,34.58020100000,34580201
Concussion,34.53183200000,34531832
Closer,33.98775700000,33987757
Street Fighter,33.42300000000,33423000
Black Knight,33.42280600000,33422806
The Bad News Bears,32.86834900000,32868349
The Pianist,32.51932200000,32519322
House of Wax,32.06480000000,32064800
From Hell,31.59830800000,31598308
Mirrors,30.69143900000,30691439
Queen of the Damned,30.30780400000,30307804
Nanny McPhee and the Big Bang,29.19764200000,29197642
Untraceable,28.68783500000,28687835
Predator 2,28.31751300000,28317513
Abduction,28.08715500000,28087155
Flash Gordon,27.10796000000,27107960
Superhero Movie,26.63852000000,26638520
Blast from the Past,26.61362000000,26613620
Alex Cross,25.88841200000,25888412
Jersey Girl,25.26612900000,25266129
Midnight in the Garden of Good and Evil,25.07893700000,25078937
Heist,23.48335700000,23483357
Hoffa,23.36585800000,23365858
Whiskey Tango Foxtrot,23.08333400000,23083334
Ella Enchanted,22.91367700000,22913677
Hitman: Agent 47,22.46745000000,22467450
Bridget Jones’s Baby,21.96069500000,21960695
The X-Files: I Want to Believe,20.98247800000,20982478
Premium Rush,20.27544600000,20275446
Broken City,19.70116400000,19701164
Valiant,19.47810600000,19478106
Wonder Boys,19.38945400000,19389454
Cursed,19.29490100000,19294901
Walk Hard: The Dewey Cox Story,18.31715100000,18317151
The Four Feathers,18.30616600000,18306166
Furry Vengeance,17.63046500000,17630465
Parker,17.61664100000,17616641
Wimbledon,16.86258500000,16862585
Bait,15.32512700000,15325127
Dungeons and Dragons,15.18524100000,15185241
Lions for Lambs,14.99807000000,14998070
Flight of the Intruder,14.47144000000,14471440
The Tree of Life,13.30566500000,13305665
American Outlaws,13.26498600000,13264986
Zoom,11.98932800000,11989328
The Shipping News,11.40582500000,11405825
The Young Victoria,11.00127200000,11001272
Sabotage,10.50851800000,10508518
Knock Off,10.31991500000,10319915
Whiteout,10.27563800000,10275638
Unfinished Business,10.21950100000,10219501
The Fountain,10.14401000000,10144010
The Walk,10.13750200000,10137502
Mandela: Long Walk to Freedom,8.32308500000,8323085
Punisher: War Zone,8.05097700000,8050977
The Order,7.65974700000,7659747
A Good Year,7.45930000000,7459300
The Brothers Grimsby,6.86401600000,6864016
Femme Fatale,6.63025200000,6630252
Warriors of Virtue,6.44881700000,6448817
Luther,5.78108600000,5781086
Biutiful,5.10123700000,5101237
Radio Flyer,4.65197700000,4651977
Bound by Honor,4.49658300000,4496583
Smilla's Sense of Snow,2.22199400000,2221994
Playing for Keeps,2.00000000000,2000000
Lion of the Desert,1.50000000000,1500000
Le hussard sur le toit,1.32004300000,1320043
Ride With the Devil,0.63077900000,630779
Stolen,0.28977300000,289773
Bandidas,0.00000000000,0
The Lovers,0.00000000000,0
Black Water Transit,0.00000000000,0
The Darkest Hour,21.44349400000,21443494
The Maze Runner,102.42786200000,102427862
The Longest Ride,37.44611700000,37446117
The Age of Innocence,32.01499300000,32014993
Gake no ue no Ponyo,15.09039900000,15090399
Chill Factor,11.26396600000,11263966
The Astronaut's Wife,10.67256600000,10672566
I Dreamed of Africa,6.54319400000,6543194
Thunder and the House of Magic,0.00409100000,4091
Reds,50.00000000000,50000000
A Few Good Men,141.34017800000,141340178
Big Momma's House,117.55943800000,117559438
Exit Wounds,51.75859900000,51758599
Mike and Dave Need Wedding Dates,46.00108000000,46001080
Step Up Revolution,35.07467700000,35074677
Snakes on a Plane,34.02081400000,34020814
The Punisher,33.66437000000,33664370
The Watcher,28.94661500000,28946615
Safe,17.14208000000,17142080
Doomsday,11.00877000000,11008770
Pushing Tin,8.40883500000,8408835
Goal! The Dream Begins,4.28325500000,4283255
The Young and Prodigious T.S. Spivet,0.17684700000,176847
Freaks of Nature,0.00000000000,0
Star Wars Ep. VI: Return of the Jedi,309.20507900000,309205079
Bridesmaids,169.10672500000,169106725
The Reader,34.19440700000,34194407
The Big Wedding,21.81934800000,21819348
Wanderlust,17.28815500000,17288155
Elf,173.39851800000,173398518
Phenomenon,104.63638200000,104636382
This is the End,101.47020200000,101470202
Snow Dogs,81.15069200000,81150692
Nacho Libre,80.19799300000,80197993
Scrooged,59.45035300000,59450353
Takers,57.74472000000,57744720
Source Code,54.71222700000,54712227
Stigmata,50.04173200000,50041732
Men of Honor,48.81490900000,48814909
The Transporter 2,43.09585600000,43095856
"Big Mommas: Like Father, Like Son",37.91541400000,37915414
Alive,36.29967000000,36299670
The Number 23,35.19316700000,35193167
1941,34.17500000000,34175000
Dreamer: Inspired by a True Story,33.02228600000,33022286
A History of Violence,31.49378200000,31493782
The Incredible Burt Wonderstone,22.53788100000,22537881
The Quick and the Dead,18.55246000000,18552460
Laws of Attraction,17.84832200000,17848322
Going the Distance,17.80429900000,17804299
Bringing Out The Dead,16.64021000000,16640210
Repo Men,13.94200700000,13942007
D-War,10.97772100000,10977721
Bogus,4.35740600000,4357406
Cats Don't Dance,3.58860200000,3588602
Cradle Will Rock,2.89997000000,2899970
The Good German,1.30869600000,1308696
George and the Dragon,0.00000000000,0
Apocalypse Now,78.80000000000,78800000
Criminal,14.70869600000,14708696
Flight,93.77237500000,93772375
Mr. Holland's Opus,82.58260400000,82582604
Out of Africa,79.09686800000,79096868
Moonraker,70.30000000000,70300000
The Grand Budapest Hotel,59.07601900000,59076019
Vacation,58.88418800000,58884188
Arachnophobia,53.20818000000,53208180
Frequency,44.98370400000,44983704
Hearts in Atlantis,24.18578100000,24185781
Extraordinary Measures,12.48274100000,12482741
Get Shorty,72.02100800000,72021008
Ghostbusters,242.21246700000,242212467
Toy Story,191.79623300000,191796233
Chicago,170.68751800000,170687518
Big Daddy,163.47979500000,163479795
American Pie 2,145.09682000000,145096820
The Vow,125.01403000000,125014030
Speed,121.24814500000,121248145
The Hunt for Red October,120.70986600000,120709866
Lee Daniels' The Butler,116.63209500000,116632095
Remember the Titans,115.65475100000,115654751
District 9,115.64623500000,115646235
Dodgeball: A True Underdog Story,114.32673600000,114326736
The Addams Family,113.50224600000,113502246
Ace Ventura: When Nature Calls,108.36006300000,108360063
The Princess Diaries,108.24477400000,108244774
Analyze This,106.88565800000,106885658
The First Wives Club,105.48920300000,105489203
Million Dollar Baby,100.49220300000,100492203
Se7en,100.12564300000,100125643
Mystic River,90.13519100000,90135191
Sisters,87.04464500000,87044645
Pokemon: The First Movie,85.74466200000,85744662
SpongeBob SquarePants: The Movie,85.41660900000,85416609
Up in the Air,83.82338100000,83823381
The Notebook,81.00178700000,81001787
Hannah Montana the Movie,79.57618900000,79576189
27 Dresses,76.80865400000,76808654
Rugrats in Paris,76.50143800000,76501438
The Prince of Tides,74.78759900000,74787599
Four Brothers,74.49438100000,74494381
Legends of the Fall,66.50257300000,66502573
Looper,66.48620500000,66486205
Warm Bodies,66.38066200000,66380662
About Schmidt,65.00521700000,65005217
The Nut Job,64.25153800000,64251538
Down to Earth,64.17225100000,64172251
Babe,63.65891000000,63658910
Hope Springs,63.53601100000,63536011
Forgetting Sarah Marshall,63.17246300000,63172463
Friday Night Lights,61.25592100000,61255921
Baby Mama,60.49421200000,60494212
Hope Floats,60.11031300000,60110313
Bride Wars,58.71551000000,58715510
Without a Paddle,58.15643500000,58156435
13 Going On 30,57.13972300000,57139723
Midnight in Paris,56.81666200000,56816662
Wallace & Gromit: The Curse of the Were-Rabbit,56.06854700000,56068547
P.S. I Love You,53.69580800000,53695808
The Corpse Bride,53.35911100000,53359111
Letters to Juliet,53.03245300000,53032453
Blow,52.99077500000,52990775
Message in a Bottle,52.88001600000,52880016
Southpaw,52.42195300000,52421953
Star Trek V: The Final Frontier,52.21004900000,52210049
Like Mike,51.43242300000,51432423
Naked Gun 33 1/3: The Final Insult,51.04185600000,51041856
Atonement,50.98015900000,50980159
A View to a Kill,50.32796000000,50327960
Racing Stripes,49.77252200000,49772522
Sicario,46.88929300000,46889293
Black Rain,45.89221200000,45892212
The Three Stooges,44.33822400000,44338224
Pokemon 2000,43.74692300000,43746923
Glory Road,42.64744900000,42647449
The Age of Adaline,42.62977600000,42629776
Step Up 3D,42.40022300000,42400223
Drag Me To Hell,42.10062500000,42100625
The Cabin in the Woods,42.07327700000,42073277
Secondhand Lions,42.07093900000,42070939
Stranger Than Fiction,40.43519000000,40435190
Hanna,40.25911900000,40259119
Blue Crush,40.11842000000,40118420
30 Days of Night,39.56899600000,39568996
Little Shop of Horrors,38.74738500000,38747385
Gridiron Gang,38.43282300000,38432823
Midnight Run,38.41360600000,38413606
Meet the Spartans,38.23367600000,38233676
The Running Man,38.12200000000,38122000
The Family,36.91881100000,36918811
Mortal Kombat: Annihilation,35.92740600000,35927406
Larry Crowne,35.60824500000,35608245
Carrie,35.26661900000,35266619
Take the Lead,34.74206600000,34742066
Love and Other Drugs,32.36700500000,32367005
Entourage,32.36340400000,32363404
What's the Worst That Could Happen?,32.26777400000,32267774
Side Effects,32.17275700000,32172757
9,31.74989400000,31749894
Deliver Us from Evil,30.57712200000,30577122
Get on Up,30.56993500000,30569935
The Five-Year Engagement,28.70028500000,28700285
The Prince & Me,28.16588200000,28165882
Winnie the Pooh,26.69284600000,26692846
Bulworth,26.52868400000,26528684
Dumb and Dumberer: When Harry Met Lloyd,26.21484600000,26214846
Virtuosity,23.99822600000,23998226
One True Thing,23.33719600000,23337196
Sanctum,23.20931000000,23209310
My Super Ex-Girlfriend,22.53029500000,22530295
Mr. 3000,21.80030200000,21800302
The Next Three Days,21.14865100000,21148651
Little Black Book,20.42220700000,20422207
Assault On Precinct 13,20.04089500000,20040895
Runner Runner,19.31664600000,19316646
The Replacement Killers,19.03574100000,19035741
Ultraviolet,18.52206400000,18522064
North Country,18.32424200000,18324242
Fright Night,18.29864900000,18298649
Steve Jobs,17.76665800000,17766658
Eight Legged Freaks,17.26650500000,17266505
Fled,17.19220500000,17192205
Splice,17.01017000000,17010170
88 Minutes,16.93088400000,16930884
The Whole Ten Yards,16.32396900000,16323969
Howard the Duck,16.29577400000,16295774
Pride and Glory,15.74072100000,15740721
The Cave,15.00799100000,15007991
Godsend,14.33464500000,14334645
Alex & Emma,14.20838400000,14208384
Wicker Park,13.00125700000,13001257
The New World,12.71209300000,12712093
The Last Stand,12.05029900000,12050299
In Dreams,12.01736900000,12017369
Wing Commander,11.57802200000,11578022
Antitrust,10.96520900000,10965209
Dead Man Down,10.89529500000,10895295
Hoodwinked Too: Hood vs. Evil,10.14377900000,10143779
Dragonball Evolution,9.36278500000,9362785
First Daughter,9.05501000000,9055010
An Unfinished Life,8.53557500000,8535575
The Imaginarium of Doctor Parnassus,7.68960700000,7689607
Barney's Version,7.50256000000,7502560
Trapped,6.91686900000,6916869
Once Upon a Time in America,5.32150800000,5321508
Gloria,4.16749300000,4167493
The Assassination of Jesse James by the Coward Robert Ford,3.90914900000,3909149
The Merchant of Venice,3.76558500000,3765585
The Good Thief,3.51779700000,3517797
Supercross,3.10255000000,3102550
Miss Potter,3.00560500000,3005605
Wu ji,0.66962500000,669625
Machine Gun Preacher,0.53869000000,538690
DOA: Dead or Alive,0.48031400000,480314
Le Petit Nicolas,0.20185700000,201857
Xinhai geming,0.13573900000,135739
Wild Card,0.00320000000,3200
United Passions,0.00091800000,918
Konferenz der Tiere,0.00000000000,0
Grace of Monaco,0.00000000000,0
Goodbye Bafana,0.00000000000,0
Savva. Serdtse voyna,0.00000000000,0
Space Pirate Captain Harlock,0.00000000000,0
Ripley's Game,0.00000000000,0
Pitch Perfect 2,183.78541500000,183785415
Walk the Line,119.51940200000,119519402
The Boss,63.07756000000,63077560
Twelve Monkeys,57.14145900000,57141459
Once Upon a Time in Mexico,56.33065700000,56330657
Keeping the Faith,37.03640400000,37036404
Florence Foster Jenkins,27.20678900000,27206789
The Borrowers,22.61958900000,22619589
Frost/Nixon,18.62203100000,18622031
Seed of Chucky,17.01619000000,17016190
Serving Sara,16.93018500000,16930185
Confessions of a Dangerous Mind,16.00771800000,16007718
Taking Woodstock,7.46020400000,7460204
Cry Freedom,5.89979700000,5899797
Mumford,4.55956900000,4559569
The Jacket,6.30113100000,6301131
Aladdin,217.35021900000,217350219
Indiana Jones and the Temple of Doom,179.88027100000,179880271
Straight Outta Compton,161.05868500000,161058685
The Rugrats Movie,100.49468500000,100494685
Die Hard,81.35024200000,81350242
Along Came a Spider,74.05869800000,74058698
Safe Haven,71.39912000000,71399120
The Big Short,70.25987000000,70259870
Role Models,67.30095500000,67300955
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",66.95414900000,66954149
Miracle,64.37809300000,64378093
Last Vegas,63.91416700000,63914167
The Wedding Planner,60.40085600000,60400856
Dawn of the Dead,58.99076500000,58990765
For Your Eyes Only,54.80000000000,54800000
The Royal Tenenbaums,52.35363600000,52353636
Identity,52.13126400000,52131264
Serendipity,50.25531000000,50255310
Kick-Ass,48.07130300000,48071303
Zoolander,45.17225000000,45172250
Timecop,44.85358100000,44853581
No Reservations,43.10797900000,43107979
Hocus Pocus,39.36049100000,39360491
Pride & Prejudice,38.37266200000,38372662
30 Minutes or Less,37.05392400000,37053924
Dracula 2000,33.00037700000,33000377
Blade Runner,32.65632800000,32656328
Rob Roy,31.39058700000,31390587
3 Days to Kill,30.69799900000,30697999
Kick-Ass 2,28.79598500000,28795985
We Own the Night,28.56317900000,28563179
A Walk Among the Tombstones,26.01768500000,26017685
The Spy Next Door,24.30710600000,24307106
Brick Mansions,20.39682900000,20396829
Just My Luck,17.32665000000,17326650
Lost Souls,16.77963600000,16779636
Winged Migration,11.68905300000,11689053
Pride and Prejudice and Zombies,10.90729100000,10907291
"Mystery, Alaska",8.89162300000,8891623
John Carpenter's Ghosts of Mars,8.43460100000,8434601
A Simple Wish,8.16521300000,8165213
Our Brand is Crisis,7.00226100000,7002261
Kundun,5.68669400000,5686694
How to Lose Friends & Alienate People,2.77559300000,2775593
Alatriste,0.00000000000,0
Knocked Up,148.76176500000,148761765
Octopussy,67.90000000000,67900000
My Sister's Keeper,49.20023000000,49200230
Welcome Home Roscoe Jenkins,42.43651700000,42436517
Joyful Noise,30.93211300000,30932113
A Passage to India,27.18765300000,27187653
Notes on a Scandal,17.51011800000,17510118
Rendition,9.73604500000,9736045
Anonymous,4.46329200000,4463292
Limitless,79.24945500000,79249455
Star Trek VI: The Undiscovered Country,74.88899600000,74888996
The Divine Secrets of the Ya-Ya Sisterhood,69.58654400000,69586544
Kiss the Girls,60.52787300000,60527873
The Blues Brothers,57.22989000000,57229890
The Jungle Book,44.34295600000,44342956
The Sisterhood of the Traveling Pants 2,44.08996400000,44089964
Money Monster,41.01207500000,41012075
About a Boy,40.80300000000,40803000
Spy Kids: All the Time in the World,38.53637600000,38536376
Lake Placid,31.77041300000,31770413
Lucky Number Slevin,22.49546600000,22495466
The Right Stuff,21.50000000000,21500000
Die Unendliche Geschichte,21.30000000000,21300000
Dark City,14.43507600000,14435076
The Duchess,13.84897800000,13848978
Case 39,13.26185100000,13261851
The Honeymooners,12.83484900000,12834849
Return to Oz,10.61881300000,10618813
The Newton Boys,10.34109300000,10341093
Suspect Zero,8.71256400000,8712564
The Martian Child,7.50031000000,7500310
Formula 51,5.20400700000,5204007
Flawless,4.48548500000,4485485
Mindhunters,4.47623500000,4476235
What Just Happened,1.09094700000,1090947
The Statement,0.76563700000,765637
The Magic Flute,0.00000000000,0
Paul Blart: Mall Cop,146.33617800000,146336178
Freaky Friday,110.22243800000,110222438
The 40 Year-old Virgin,109.44923700000,109449237
Shakespeare in Love,100.31779400000,100317794
Kindergarten Cop,91.45768800000,91457688
The Pineapple Express,87.34138000000,87341380
Philadelphia,77.32442200000,77324422
Ever After: A Cinderella Story,65.70577200000,65705772
Flatliners,61.30815300000,61308153
Open Range,58.33125400000,58331254
Red Eye,57.89180300000,57891803
New Year’s Eve,54.54463800000,54544638
A Bridge Too Far,50.80000000000,50800000
Pain & Gain,49.87529100000,49875291
Final Destination 2,46.89666400000,46896664
"O Brother, Where Art Thou?",45.50661900000,45506619
In Good Company,45.48975200000,45489752
Legion,40.16808000000,40168080
Lawless,37.39729100000,37397291
Clockstoppers,36.98550100000,36985501
Silverado,33.20000000000,33200000
Brothers,28.54415700000,28544157
The Best of Me,26.76621300000,26766213
Agent Cody Banks 2: Destination London,23.51424700000,23514247
Original Sin,16.52141000000,16521410
The Raven,16.00827200000,16008272
Welcome to Mooseport,14.46942800000,14469428
